region_id,voltage_kv,station_id,forward_limit_mw,reverse_limit_mw,annual_max_net_load_mw,annual_min_net_load_mw,positive_gap_mw,reverse_gap_mw,positive_gap,reverse_gap,cos_phi,reverse_beta,operation_modes,unit_count,diagnostic_status
QX-00010,35,BDZ-00245,34.199999999999996,15.2,18.83,-18.61,0.0,3.41,False,True,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00010,35,BDZ-00260,34.199999999999996,15.2,22.7,-29.5,0.0,14.3,False,True,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00010,35,BDZ-00295,28.5,9.5,10.84,-16.23,0.0,6.73,False,True,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00010,35,BDZ-00304,9.5,4.75,3.97,-3.97,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00010,35,BDZ-00306,38.0,19.0,17.56,-19.76,0.0,0.7600000000000016,False,True,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00010,35,BDZ-00307,38.0,19.0,29.91,-16.8,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00010,110,BDZ-00009,77.425,29.924999999999997,22.99,-34.32,0.0,4.395000000000003,False,True,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00010,110,BDZ-00011,95.0,47.5,24.82,-26.35,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00010,110,BDZ-00035,66.5,19.0,28.24,-33.6,0.0,14.600000000000001,False,True,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00010,110,BDZ-00044,95.0,47.5,22.02,-35.13,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00010,110,BDZ-00049,77.425,29.924999999999997,43.0,-20.66,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00010,110,BDZ-00054,107.35,47.5,55.78,-80.16,0.0,32.66,False,True,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00010,110,BDZ-00089,135.85,59.849999999999994,51.16,-3.26,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00010,110,BDZ-00090,95.0,47.5,27.45,-17.87,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00010,110,BDZ-00097,95.0,47.5,33.06,-31.38,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00010,110,BDZ-00099,107.35,47.5,40.59,-37.37,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00010,110,BDZ-00108,95.0,47.5,59.39,-63.42,0.0,15.920000000000002,False,True,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00010,110,BDZ-00109,95.0,47.5,61.4,8.33,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00010,110,BDZ-00113,77.425,29.924999999999997,31.78,-29.8,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00010,110,BDZ-00120,38.0,19.0,28.68,-39.23,0.0,20.229999999999997,False,True,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00010,110,BDZ-00122,95.0,47.5,25.85,-42.92,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00010,110,BDZ-00133,107.35,47.5,68.4,5.81,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00010,110,BDZ-00145,,,,,,,,,,,,,missing_station_static_extrema
QX-00010,110,BDZ-00160,95.0,47.5,68.83,9.57,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00010,110,BDZ-00179,135.85,59.849999999999994,46.35,7.33,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00010,110,BDZ-00185,135.85,59.849999999999994,33.24,-3.71,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
